genes	predicted_functions
pick1	uberon_0002103:0.268339287354
paxip1	uberon_0002103:1.17958682254
d6wsu116e	uberon_0002103:0.225308299078
erp44	uberon_0002103:0.00376191587123
1500032l24rik	uberon_0002103:0.075160625996
vwce	uberon_0002103:0.488167981335
rplp2	uberon_0002103:6.02944082032
rda	uberon_0002103:1.80246639262
pls1	uberon_0002103:0.0509296894922
arl9	uberon_0002103:0.00727209547848
rplp0	uberon_0002103:6.83926073079
tg(anpep)#mmul	uberon_0002103:0.375513831796
cbm5	uberon_0002103:0.375513831796
q9d5j7_mouse	uberon_0002103:0.112654149539
hsd3b4	uberon_0002103:0.929581447406
ndufa4	uberon_0002103:3.11676480391
ctdp1	uberon_0002103:2.14042884124
rpp40	uberon_0002103:0.337962448617
rgp1	uberon_0002103:1.16409287857
rabif	uberon_0002103:0.675924897234
lxn	uberon_0002103:0.0375513831796
lxl	uberon_0002103:0.113365475906
vwc2	uberon_0002103:0.268339287354
nmf219	uberon_0002103:3.45472725253
tg(cag-lyn*)#paau	uberon_0002103:0.337962448617
hsd3b5	uberon_0002103:1.09902224121
per2	uberon_0002103:0.165073078665
tg(prnp-atxn7*92q)6076als	uberon_0002103:0.150205532719
crybb2	uberon_0002103:2.31982944142
arl1	uberon_0002103:0.091576947656
crybb1	uberon_0002103:0.0375513831796
dtx4	uberon_0002103:1.07328634956
olfr1156	uberon_0002103:0.375513831796
b2b1555clo	uberon_0002103:0.225308299078
olfr1157	uberon_0002103:19.3765137207
4930563d23rik	uberon_0002103:0.0751027663593
ddx39	uberon_0002103:4.01799800022
olfr1048	uberon_0002103:19.3765137207
olfr1049	uberon_0002103:19.3765137207
olfr1046	uberon_0002103:19.3765137207
olfr1047	uberon_0002103:0.375513831796
olfr1044	uberon_0002103:19.3765137207
olfr1045	uberon_0002103:19.3765137207
olfr1042	uberon_0002103:0.375513831796
ddx31	uberon_0002103:4.28085768248
olfr1040	uberon_0002103:0.375513831796
actr3b	uberon_0002103:0.731274870356
tg(fst)10zuk	uberon_0002103:1.12654149539
dpp9	uberon_0002103:0.0375513831796
chrng	uberon_0002103:1.66798088719
chrnd	uberon_0002103:2.59374212274
chrne	uberon_0002103:1.66798088719
arl6	uberon_0002103:22.0660751641
dpp4	uberon_0002103:6.20028618865
dpp6	uberon_0002103:0.901233196312
dpp7	uberon_0002103:0.150205532719
tmem67	uberon_0002103:18.6456985275
1810046k07rik	uberon_0002103:0.0751027663593
ddr1	uberon_0002103:9.61549982283
tmem64	uberon_0002103:0.262859682258
lonrf3	uberon_0002103:0.112654149539
lonrf1	uberon_0002103:0.663029062069
ckmt2	uberon_0002103:20.2038226357
ckmt1	uberon_0002103:0.337962448617
ttc21b	uberon_0002103:25.4342945926
mcf2l	uberon_0002103:0.0108239260946
tg(sod1*g37r)1dwc	uberon_0002103:6.9893799878
tmem68	uberon_0002103:0.413065214976
fxr1	uberon_0002103:5.28418605805
fxr2	uberon_0002103:0.338615915348
hsd17b10	uberon_0002103:0.675924897234
oprk1	uberon_0002103:0.0934102479611
gjb1	uberon_0002103:22.7803830475
mkiaa1724	uberon_0002103:4.80266188527e-05
sim2	uberon_0002103:0.187756915898
sim1	uberon_0002103:0.536643174781
ascl1	uberon_0002103:14.6626492931
ddx3x	uberon_0002103:1.275598968
atp2a1	uberon_0002103:82.3169461383
cabin1	uberon_0002103:5.80859527036
atp2a3	uberon_0002103:12.0064704452
plcz1	uberon_0002103:0.42499988453
kptn	uberon_0002103:0.0375513831796
tg(nphs2-trpc6*e896k)f75awalz	uberon_0002103:0.375513831796
hbp1	uberon_0002103:0.112654149539
hspa12b	uberon_0002103:0.00747877472073
tg(teto-atxn1*82q)#horr	uberon_0002103:1.42695256083
rgsc1015	uberon_0002103:3.45472725253
ppwd1	uberon_0002103:5.33229641151
tg(ela1-tag*)289mjt	uberon_0002103:0.0375513831796
taok3	uberon_0002103:0.0751027663593
2810408a11rik	uberon_0002103:0.262859682258
esyt1	uberon_0002103:0.0751027663593
esyt2	uberon_0002103:0.0751027663593
esyt3	uberon_0002103:0.0751027663593
gga1	uberon_0002103:1.61470947672
gga3	uberon_0002103:0.00399168008288
gga2	uberon_0002103:0.938784579491
mms22l	uberon_0002103:1.42695256083
abi3bp	uberon_0002103:0.0375513831796
olfr517	uberon_0002103:19.3765137207
cpt1a	uberon_0002103:4.65182332875
crl1	uberon_0002103:3.48361153553
abcc3	uberon_0002103:0.262859682258
nup62	uberon_0002103:1.91702208095
olfr514	uberon_0002103:19.3765137207
prdm5	uberon_0002103:24.2593607696
cpt1c	uberon_0002103:0.766159066014
defb14	uberon_0002103:0.262859682258
cpt1b	uberon_0002103:0.0919352920544
arfgap2	uberon_0002103:0.536678574709
arfgap3	uberon_0002103:0.497458274963
prelid2	uberon_0002103:0.187756915898
hoxb1	uberon_0002103:21.5572369917
b2b2821clo	uberon_0002103:0.0375513831796
m412asp	uberon_0002103:0.187756915898
10090.ensmusp00000100042	uberon_0002103:1.77862463049
gfer	uberon_0002103:0.265208225549
10090.ensmusp00000100044	uberon_0002103:1.77862463049
gstk1	uberon_0002103:1.13866961901
10090.ensmusp00000100048	uberon_0002103:1.77862463049
hsd17b14	uberon_0002103:0.033837309086
dtx2	uberon_0002103:4.1343415116
hint1	uberon_0002103:0.150321251992
rc3h1	uberon_0002103:2.90429763518
cma2	uberon_0002103:0.0375513831796
cma1	uberon_0002103:0.000380433537433
rc3h2	uberon_0002103:24.667728898
hint2	uberon_0002103:0.713476280413
gjb5	uberon_0002103:0.300411065437
hoxb6	uberon_0002103:0.488167981335
pkp3	uberon_0002103:4.1541263331
hint3	uberon_0002103:0.0375513831796
mettl7b	uberon_0002103:0.0375513831796
pkp2	uberon_0002103:3.82033126001
l10r8	uberon_0002103:0.0375513831796
traf1	uberon_0002103:0.165675816324
traf2	uberon_0002103:2.66310907637
traf3	uberon_0002103:3.56600002867
traf4	uberon_0002103:0.300411065437
traf5	uberon_0002103:0.937615748723
traf6	uberon_0002103:113.144891261
traf7	uberon_0002103:0.669798057722
ap1g1	uberon_0002103:0.714523515029
pnpt1	uberon_0002103:2.27733923801
ap2a2	uberon_0002103:0.912999039724
l10r5	uberon_0002103:0.0375513831796
scpep1	uberon_0002103:2.0671707558
olfr504	uberon_0002103:19.1136540384
olfr507	uberon_0002103:19.3765137207
olfr506	uberon_0002103:19.0761026553
defb25	uberon_0002103:0.150205532719
olfr503	uberon_0002103:19.0761026553
olfr502	uberon_0002103:19.3765137207
ly96	uberon_0002103:0.42499988453
nmf63	uberon_0002103:0.211209939135
olfr509	uberon_0002103:0.375513831796
olfr508	uberon_0002103:19.3765137207
fam125b	uberon_0002103:0.675924897234
j3qn21_mouse	uberon_0002103:6.9893799878
chd1l	uberon_0002103:0.850534945366
cmah	uberon_0002103:0.337962448617
pdcd6ip	uberon_0002103:0.525719364515
ros1	uberon_0002103:0.675924897234
rprd1a	uberon_0002103:0.976990041059
rprd1b	uberon_0002103:0.945114313786
tg(thy1-snca*a30p)ts2sud	uberon_0002103:41.9362799268
gcm1	uberon_0002103:0.338615915348
gcm2	uberon_0002103:4.68206875512
dido1	uberon_0002103:1.23919564493
tmub1	uberon_0002103:4.80774991142
zswim2	uberon_0002103:0.225308299078
lin9	uberon_0002103:1.28362470386
mbtps1	uberon_0002103:22.6563930216
1110012j17rik	uberon_0002103:0.0751027663593
crygd	uberon_0002103:1.23919564493
gbx1	uberon_0002103:4.80774991142
megf11	uberon_0002103:0.155379203611
intu	uberon_0002103:11.4801039764
yjefn3	uberon_0002103:0.225308299078
trrap	uberon_0002103:2.09749143446
scml2	uberon_0002103:0.413065214976
gm4302	uberon_0002103:0.450616598156
gm4305	uberon_0002103:0.450616598156
tg(teto-tardbp)12vle	uberon_0002103:0.262859682258
gm4307	uberon_0002103:0.450616598156
bcan	uberon_0002103:17.4761026279
imp3	uberon_0002103:9.74093906116
mcm10	uberon_0002103:0.101511927258
myh7b	uberon_0002103:0.033837309086
imp4	uberon_0002103:6.15842684146
nup107	uberon_0002103:4.68698767047
hexa	uberon_0002103:0.167809765056
psen2	uberon_0002103:28.7408909488
lin37	uberon_0002103:0.204854544336
hexb	uberon_0002103:0.0919352920544
paip2	uberon_0002103:0.300411065437
paip1	uberon_0002103:1.20164426175
gm11127	uberon_0002103:2.32818575714
brk1	uberon_0002103:0.310249149129
cyb5d2	uberon_0002103:0.300411065437
gxylt1	uberon_0002103:0.0751027663593
gxylt2	uberon_0002103:0.112654149539
tg(tg-braf*v600e)3jaf	uberon_0002103:0.300411065437
tg(mmtv-lpar3)22gbm	uberon_0002103:1.76491500944
gm14277	uberon_0002103:5.67065127869
10090.ensmusp00000111568	uberon_0002103:0.0700248044746
ptgdr2	uberon_0002103:0.0142053519534
xcr1	uberon_0002103:2.25308299078
tg(k5-ptgs2)19kmd	uberon_0002103:0.375513831796
tg(cephy230e8)50hgc	uberon_0002103:0.187756915898
tg(pdgfb-appind)f17plhn	uberon_0002103:0.600822130874
gpc1	uberon_0002103:52.4191485372
tex101	uberon_0002103:1.35184979447
tesq2	uberon_0002103:1.12654149539
tesq3	uberon_0002103:1.12654149539
mcg_141091	uberon_0002103:0.150205532719
tesq1	uberon_0002103:1.12654149539
cic	uberon_0002103:0.262859682258
lith7	uberon_0002103:0.863681813132
lith4	uberon_0002103:0.863681813132
lith5	uberon_0002103:0.863681813132
faah	uberon_0002103:0.00727209547848
slc40a1	uberon_0002103:6.90870062814
lith1	uberon_0002103:0.863681813132
hbb-b1	uberon_0002103:2.16205834366
olfr814	uberon_0002103:19.3765137207
appl2	uberon_0002103:0.000573559393618
nfic	uberon_0002103:0.262859682258
npy6r	uberon_0002103:0.669798057722
lith9	uberon_0002103:0.863681813132
mageb2	uberon_0002103:0.187756915898
cir	uberon_0002103:1.61470947672
dcun1d2	uberon_0002103:0.337962448617
dcun1d3	uberon_0002103:0.225308299078
dcun1d4	uberon_0002103:0.225308299078
olfr198	uberon_0002103:19.6018220198
mageb4	uberon_0002103:0.187756915898
cit	uberon_0002103:3.99134956288
gabbr1	uberon_0002103:0.142750631181
gabbr2	uberon_0002103:0.0704910185106
zfp746	uberon_0002103:11.3901915238
zfp217	uberon_0002103:0.187756915898
ewsr1	uberon_0002103:1.66798088719
pcdhb18	uberon_0002103:0.0375513831796
chac	uberon_0002103:3.45472725253
ighv6-4	uberon_0002103:0.0375513831796
sgcd	uberon_0002103:58.9650453326
chad	uberon_0002103:47.7879726591
csf2rb2	uberon_0002103:0.621516814444
atp5l	uberon_0002103:1.30365012581
alox15	uberon_0002103:1.59124935329
elf5	uberon_0002103:0.000573559393618
alox12	uberon_0002103:0.696919282692
chat	uberon_0002103:34.0094801526
atp5b	uberon_0002103:1.50616879395
atp6v1c1	uberon_0002103:0.073186088522
rasl12	uberon_0002103:3.51379241886
hmx1	uberon_0002103:0.0375513831796
hmx3	uberon_0002103:0.265208225549
hmx2	uberon_0002103:0.375513831796
tg(myh6-prkag2*n488i)4623jse	uberon_0002103:0.225308299078
tpte	uberon_0002103:1.8609938115
cbr4	uberon_0002103:0.167809765056
mir378a	uberon_0002103:0.112654149539
olfr571	uberon_0002103:19.3765137207
kdm3a	uberon_0002103:0.0231308629172
gm2a	uberon_0002103:5.32734243642
tufm	uberon_0002103:3.71758693479
mfsd8	uberon_0002103:20.9681399634
tg(ins2-mir184)4mnpy	uberon_0002103:0.525719364515
radpf3	uberon_0002103:0.638373514054
radpf2	uberon_0002103:0.638373514054
mfsd3	uberon_0002103:0.112654149539
caml	uberon_0002103:0.187756915898
radpf4	uberon_0002103:0.638373514054
gpbp1	uberon_0002103:0.0751027663593
gena176	uberon_0002103:0.713476280413
cbr3	uberon_0002103:0.492679488046
gm6434	uberon_0002103:1.50205532719
panx1	uberon_0002103:6.73460754525
panx2	uberon_0002103:1.29687106137
panx3	uberon_0002103:24.667728898
l3hypdh	uberon_0002103:0.0751027663593
agl	uberon_0002103:0.762118045285
agk	uberon_0002103:0.00399168008288
tpt1	uberon_0002103:3.41963036539
gm14399	uberon_0002103:24.667728898
gabrr1	uberon_0002103:0.331514531035
gabrr2	uberon_0002103:0.0825365393326
gabrr3	uberon_0002103:0.0751027663593
gstz1	uberon_0002103:1.01388734585
aga	uberon_0002103:15.1388889244
b2b913clo	uberon_0002103:0.0751027663593
dkkl1	uberon_0002103:0.375513831796
agt	uberon_0002103:75.752483136
tg(fabp4-plin*)1asg	uberon_0002103:1.50205532719
ccnl1	uberon_0002103:2.14042884124
ccnl2	uberon_0002103:0.938784579491
l4jus6	uberon_0002103:0.0751027663593
nsmf	uberon_0002103:0.300411065437
hnrnpr	uberon_0002103:5.67025886013
tg(rir-tag)87dh	uberon_0002103:0.675924897234
gm7020	uberon_0002103:0.204854544336
tatdn1	uberon_0002103:0.0375513831796
dp(16ifnar1-kcnj6)10yey	uberon_0002103:0.112654149539
tatdn3	uberon_0002103:2.0671707558
tatdn2	uberon_0002103:0.0375513831796
tg(ins2-ccl19)2cys	uberon_0002103:0.112654149539
babam1	uberon_0002103:0.0231308629172
utp23	uberon_0002103:4.09310076658
utp20	uberon_0002103:2.10287745806
babam2	uberon_0002103:1.46450394401
rnf139	uberon_0002103:0.976335962671
zfp62	uberon_0002103:0.0751027663593
zfp60	uberon_0002103:0.0375513831796
trit1	uberon_0002103:0.187756915898
rac2	uberon_0002103:2.59735452861
rac3	uberon_0002103:1.35802280701
clec12a	uberon_0002103:0.563270747695
gm10081	uberon_0002103:19.3765137207
zfp961	uberon_0002103:3.56738140207
gkn1	uberon_0002103:0.0375513831796
mcub	uberon_0002103:0.211209939135
gm10088	uberon_0002103:0.00399168008288
ttc18	uberon_0002103:0.0751027663593
polr3f	uberon_0002103:0.901974118564
txndc8	uberon_0002103:0.467095949752
polr3d	uberon_0002103:1.53907218037
polr3e	uberon_0002103:1.50516377633
polr3b	uberon_0002103:4.92248659346
magi2	uberon_0002103:7.99101365463
magi1	uberon_0002103:0.155379203611
polr3a	uberon_0002103:1.45700291513
txndc2	uberon_0002103:0.277762075957
txndc5	uberon_0002103:0.211608034406
polr3k	uberon_0002103:1.88233046769
polr3h	uberon_0002103:2.30212510113
snrnp40	uberon_0002103:6.57149205644
retsat	uberon_0002103:0.033837309086
alcam	uberon_0002103:0.230129141331
snrnp48	uberon_0002103:1.76491500944
b2b1511.1clo	uberon_0002103:0.0375513831796
cdk6	uberon_0002103:8.74616480368
mrps31	uberon_0002103:3.41717586935
1700020n15rik	uberon_0002103:0.0375513831796
trh	uberon_0002103:1.20369030607
evl	uberon_0002103:0.536643174781
tro	uberon_0002103:0.638373514054
olfr1454	uberon_0002103:19.3765137207
olfr1457	uberon_0002103:19.3765137207
evc	uberon_0002103:105.038401417
olfr1451	uberon_0002103:19.3765137207
olfr1450	uberon_0002103:0.375513831796
olfr1453	uberon_0002103:19.3765137207
trf	uberon_0002103:0.016407708258
gm2016	uberon_0002103:1.7098151827
taf4b	uberon_0002103:1.33378109706
tg(sry-yfp,tyr)tashtnpln	uberon_0002103:0.0375513831796
unc13b	uberon_0002103:1.12654149539
vcp	uberon_0002103:4.48432384004
mhdakta35	uberon_0002103:3.34207310299
olfr338	uberon_0002103:0.375513831796
olfr339	uberon_0002103:0.375513831796
slc6a20b	uberon_0002103:0.112654149539
olfr998	uberon_0002103:0.375513831796
olfr996	uberon_0002103:0.375513831796
olfr330	uberon_0002103:19.3765137207
olfr331	uberon_0002103:19.1136540384
olfr992	uberon_0002103:0.375513831796
olfr993	uberon_0002103:19.3765137207
enkur	uberon_0002103:0.0375513831796
atox1	uberon_0002103:2.31982944142
akr1a1	uberon_0002103:4.38970497572
wdr5b	uberon_0002103:0.0375513831796
rgsc901	uberon_0002103:3.45472725253
slco2b1	uberon_0002103:0.0751027663593
oda	uberon_0002103:0.0751027663593
takusan	uberon_0002103:0.0375513831796
sec23b	uberon_0002103:0.167809765056
adm2	uberon_0002103:7.86374221276
kcnmb4	uberon_0002103:0.036593044261
rgsc216	uberon_0002103:1899.41512514
mospd3	uberon_0002103:0.413065214976
cmip	uberon_0002103:0.788579046773
lpin2	uberon_0002103:0.0209673713139
lpin3	uberon_0002103:0.727194661086
rd3	uberon_0002103:3.34207310299
lpin1	uberon_0002103:2.98769053603
mtap	uberon_0002103:0.091576947656
retreg1	uberon_0002103:0.0375513831796
retreg3	uberon_0002103:54.068104941
plekha5	uberon_0002103:0.331514531035
plekha6	uberon_0002103:0.150205532719
tg(myh6-akt1)20anr	uberon_0002103:0.187756915898
plekha3	uberon_0002103:0.112654149539
klp6	uberon_0002103:4.80774991142
ranbp10	uberon_0002103:0.115064570666
psmd4	uberon_0002103:8.00160973219
plekha8	uberon_0002103:0.262859682258
mrps22	uberon_0002103:3.19186757027
ranbp17	uberon_0002103:0.0375513831796
mir208a	uberon_0002103:0.375513831796
wdr55	uberon_0002103:0.675924897234
cnn1	uberon_0002103:767.646216393
wdr52	uberon_0002103:0.0375513831796
cnn3	uberon_0002103:0.0375513831796
cnn2	uberon_0002103:0.563270747695
tdg	uberon_0002103:0.091576947656
eif2b4	uberon_0002103:0.563270747695
eif2b5	uberon_0002103:0.331514531035
eif2b2	uberon_0002103:1.12654149539
atraid	uberon_0002103:1.53960671037
wdr59	uberon_0002103:5.48250194423
eif2b1	uberon_0002103:1.05143872903
lep	uberon_0002103:281.062556545
brd4	uberon_0002103:5.86406810888
ctps	uberon_0002103:2.89145650483
10090.ensmusp00000083049	uberon_0002103:0.262859682258
arf6	uberon_0002103:0.805451994659
tslp	uberon_0002103:12.4005723773
cox10	uberon_0002103:2.69138168778
cox11	uberon_0002103:0.525719364515
ciz1	uberon_0002103:0.0375513831796
cox15	uberon_0002103:0.234015930557
gmpr	uberon_0002103:2.2155316076
cox17	uberon_0002103:0.265208225549
recql5	uberon_0002103:0.000573559393618
recql4	uberon_0002103:6.80001369545
nagpa	uberon_0002103:0.525719364515
gja10	uberon_0002103:2.51594267304
rdp	uberon_0002103:0.262859682258
sftpb	uberon_0002103:2.32591166438
sftpc	uberon_0002103:0.000573559393618
klrk1	uberon_0002103:0.0426422376475
ppp2r3c	uberon_0002103:0.13482384605
ppp2r3a	uberon_0002103:0.268339287354
rpap2	uberon_0002103:1.10604792437
rdx	uberon_0002103:0.261148861097
ppp2r3d	uberon_0002103:2.0671707558
rpap1	uberon_0002103:0.0751027663593
mtss1l	uberon_0002103:0.300411065437
tmgc64	uberon_0002103:3.45472725253
ppp6c	uberon_0002103:4.82978857303
tg(gpbar1)1auw	uberon_0002103:0.751027663593
cth	uberon_0002103:0.464790723703
hnrnpll	uberon_0002103:0.300411065437
cntnap4	uberon_0002103:0.488167981335
tnnc2	uberon_0002103:2.13937450643
clec5a	uberon_0002103:0.300411065437
rad9b	uberon_0002103:0.637121216054
rad9a	uberon_0002103:1.64128858068
tmgc60	uberon_0002103:3.45472725253
rrp7a	uberon_0002103:2.66614820575
mybl1	uberon_0002103:0.0966978217135
tg(sod1*g37r)9dpr	uberon_0002103:24.667728898
pf4	uberon_0002103:2.02828311515
cpfd5	uberon_0002103:0.375513831796
kcnip4	uberon_0002103:1.29687106137
kcnip3	uberon_0002103:0.127746705953
kcnip2	uberon_0002103:0.091576947656
kcnip1	uberon_0002103:0.306280528759
fkrp	uberon_0002103:17.7020699986
kncn	uberon_0002103:0.0375513831796
qprt	uberon_0002103:0.863681813132
tg(yac353g6)w7hay	uberon_0002103:0.450616598156
olfr877	uberon_0002103:0.375513831796
ica1	uberon_0002103:0.262859682258
tg(nphs2-trpc6)f419walz	uberon_0002103:0.375513831796
arcn1	uberon_0002103:0.357245377165
idua	uberon_0002103:2.90429763518
olfr196	uberon_0002103:0.375513831796
gm9242	uberon_0002103:6.00822130874
olfr194	uberon_0002103:0.375513831796
olfr195	uberon_0002103:19.3765137207
nexn	uberon_0002103:0.0108239260946
olfr190	uberon_0002103:19.6018220198
olfr191	uberon_0002103:19.0761026553
nmi	uberon_0002103:6.9893799878
tg(rho-vegfa)v-24camp	uberon_0002103:2.06532607488
olfr199	uberon_0002103:19.3765137207
rgsc525	uberon_0002103:0.375513831796
gdf9	uberon_0002103:1.13790260957
snrpb2	uberon_0002103:6.271080991
trim23	uberon_0002103:1.29687106137
rpl7l1	uberon_0002103:7.40242199515
gdf3	uberon_0002103:7.78150184451
gdf2	uberon_0002103:26.2101083598
gdf1	uberon_0002103:6.90870062814
scyl2	uberon_0002103:0.112654149539
gdf6	uberon_0002103:86.5349241384
gdf5	uberon_0002103:812.236690858
scyl1	uberon_0002103:0.0215156181229
rch1	uberon_0002103:1.27674702811
rgsc526	uberon_0002103:0.713476280413
ifi27l2a	uberon_0002103:0.262859682258
gje1	uberon_0002103:0.826130429952
cyp11a1	uberon_0002103:12.9687106137
mrrf	uberon_0002103:4.39351183202
pm20d1	uberon_0002103:0.563270747695
top1mt	uberon_0002103:0.488167981335
cks1b	uberon_0002103:0.274842349757
abca7	uberon_0002103:0.150205532719
0610007p08rik	uberon_0002103:0.187756915898
bcorl1	uberon_0002103:0.375513831796
slc4a11	uberon_0002103:0.262859682258
slc4a10	uberon_0002103:0.112654149539
seh1l	uberon_0002103:4.83375394482
btf3	uberon_0002103:1.50516377633
ugt3a2	uberon_0002103:1.6522608599
tubb4b	uberon_0002103:0.0737510449389
tubb4a	uberon_0002103:0.135349236344
kpnb1	uberon_0002103:2.12633788027
irf2bp2	uberon_0002103:6.09676612945
irf2bp1	uberon_0002103:0.0751027663593
tiparp	uberon_0002103:11.4801039764
qtrt1	uberon_0002103:25.2637710765
pawr	uberon_0002103:2.66367121821
tie1	uberon_0002103:33.8367653196
ddx55	uberon_0002103:3.68003555161
cd3e	uberon_0002103:0.016407708258
cd3g	uberon_0002103:0.260412148268
bcap31	uberon_0002103:0.337962448617
srr	uberon_0002103:0.0461707211342
pard3	uberon_0002103:0.204606867172
slc17a8	uberon_0002103:2.5910454394
ect2	uberon_0002103:0.441987025464
dnajc28	uberon_0002103:3.56738140207
robo1	uberon_0002103:2.13937450643
cd3d	uberon_0002103:2.05532803589
slc17a6	uberon_0002103:1.19961298186
robo2	uberon_0002103:0.345193711997
robo4	uberon_0002103:0.563270747695
dnajc21	uberon_0002103:0.204854544336
10090.ensmusp00000071686	uberon_0002103:0.115064570666
cox6a1	uberon_0002103:0.0350124022373
gsta3	uberon_0002103:1.10604792437
4930544g11rik	uberon_0002103:0.479900345992
rack1	uberon_0002103:0.0417991488159
olfr876	uberon_0002103:19.3765137207
